timestamp,dog_name,breed,toy
2025-09-13T02:04:47.398736,Harley,Golden Retriever,Squeaky toy
2025-09-13T02:04:47.398736,Harley,Golden Retriever,Frisbee
2025-09-13T02:04:47.398736,Harley,Golden Retriever,Stick
2025-09-13T02:04:47.398736,Harley,Golden Retriever,Stuffie
2025-09-13T02:04:47.398736,Harley,Labrador,Tennis ball
2025-09-13T02:04:47.398736,Harley,Labrador,Rope
2025-09-13T02:04:47.398736,Harley,Labrador,Squeaky toy
2025-09-13T02:04:47.398736,Harley,Labrador,Frisbee
2025-09-13T02:04:47.398736,Harley,Labrador,Stick
2025-09-13T02:04:47.398736,Harley,Labrador,Stuffie
2025-09-13T02:04:47.398736,Harley,German Shepherd,Tennis ball
2025-09-13T02:04:47.398736,Harley,German Shepherd,Rope
2025-09-13T02:04:47.398736,Harley,German Shepherd,Squeaky toy
2025-09-13T02:04:47.398736,Harley,German Shepherd,Frisbee
2025-09-13T02:04:47.398736,Harley,German Shepherd,Stick
2025-09-13T02:04:47.398736,Harley,German Shepherd,Stuffie
2025-09-13T02:04:47.398736,Harley,Poodle,Tennis ball
2025-09-13T02:04:47.398736,Harley,Poodle,Rope
2025-09-13T02:04:47.398736,Harley,Poodle,Squeaky toy
2025-09-13T02:04:47.398736,Harley,Poodle,Frisbee
2025-09-13T02:04:47.398736,Harley,Poodle,Stick
2025-09-13T02:04:47.398736,Harley,Poodle,Stuffie
2025-09-13T02:04:47.398736,Harley,Bulldog,Tennis ball
2025-09-13T02:04:47.398736,Harley,Bulldog,Rope
2025-09-13T02:04:47.398736,Harley,Bulldog,Squeaky toy
2025-09-13T02:04:47.398736,Harley,Bulldog,Frisbee
2025-09-13T02:04:47.398736,Harley,Bulldog,Stick
2025-09-13T02:04:47.398736,Harley,Bulldog,Stuffie
2025-09-13T02:04:47.398736,Harley,Beagle,Tennis ball
2025-09-13T02:04:47.398736,Harley,Beagle,Rope
2025-09-13T02:04:47.398736,Harley,Beagle,Squeaky toy
2025-09-13T02:04:47.398736,Harley,Beagle,Frisbee
2025-09-13T02:04:47.398736,Harley,Beagle,Stick
2025-09-13T02:04:47.398736,Harley,Beagle,Stuffie
2025-09-13T02:04:47.398736,Bailey,Golden Retriever,Tennis ball
2025-09-13T02:04:47.398736,Bailey,Golden Retriever,Rope
2025-09-13T02:04:47.398736,Bailey,Golden Retriever,Squeaky toy
2025-09-13T02:04:47.398736,Bailey,Golden Retriever,Frisbee
2025-09-13T02:04:47.398736,Bailey,Golden Retriever,Stick
2025-09-13T02:04:47.398736,Bailey,Golden Retriever,Stuffie
2025-09-13T02:04:47.398736,Bailey,Labrador,Tennis ball
2025-09-13T02:04:47.398736,Bailey,Labrador,Rope
2025-09-13T02:04:47.398736,Bailey,Labrador,Squeaky toy
2025-09-13T02:04:47.398736,Bailey,Labrador,Frisbee
2025-09-13T02:04:47.398736,Bailey,Labrador,Stick
2025-09-13T02:04:47.398736,Bailey,Labrador,Stuffie
2025-09-13T02:04:47.398736,Bailey,German Shepherd,Tennis ball
2025-09-13T02:04:47.398736,Bailey,German Shepherd,Rope
2025-09-13T02:04:47.398736,Bailey,German Shepherd,Squeaky toy
2025-09-13T02:04:47.398736,Bailey,German Shepherd,Frisbee
2025-09-13T02:04:47.398736,Bailey,German Shepherd,Stick
2025-09-13T02:04:47.398736,Bailey,German Shepherd,Stuffie
2025-09-13T02:04:47.398736,Bailey,Poodle,Tennis ball
2025-09-13T02:04:47.398736,Bailey,Poodle,Rope
2025-09-13T02:04:47.398736,Bailey,Poodle,Squeaky toy
2025-09-13T02:04:47.398736,Bailey,Poodle,Frisbee
2025-09-13T02:04:47.398736,Bailey,Poodle,Stick
2025-09-13T02:04:47.398736,Bailey,Poodle,Stuffie
2025-09-13T02:04:47.398736,Bailey,Bulldog,Tennis ball
2025-09-13T02:04:47.398736,Bailey,Bulldog,Rope
2025-09-13T02:04:47.398736,Bailey,Bulldog,Squeaky toy
2025-09-13T02:04:47.398736,Bailey,Bulldog,Frisbee
2025-09-13T02:04:47.398736,Bailey,Bulldog,Stick
2025-09-13T02:04:47.398736,Bailey,Bulldog,Stuffie
2025-09-13T02:04:47.398736,Bailey,Beagle,Tennis ball
2025-09-13T02:04:47.398736,Bailey,Beagle,Rope
2025-09-13T02:04:47.398736,Bailey,Beagle,Squeaky toy
2025-09-13T02:04:47.398736,Bailey,Beagle,Frisbee
2025-09-13T02:04:47.398736,Bailey,Beagle,Stick
2025-09-13T02:04:47.398736,Bailey,Beagle,Stuffie
